Product,Size,Load Index,Speed Rating,UTQG,Sku, Price ,Amazn Product Name,Item Type Keyword,Tire Aspect Ratio,section-width,Item Diameter,Main Image URL,Other Image URL1,Other Image URL2,Swatch Image URL,Product Description
Reputation Test Name,215/75R-15,100,T,800 A B,715366,$145.99 ,Reputation Test Name 215/75R-15,automotive-light-truck-and-suv-all-terrain-tires,75,215,15,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/132033008.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/132033012.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/132033010.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/132033008.png,"The Reputation is the perfect balance between all-season traction, long-lasting tread life, and a quiet, comfortable ride. Improved safety and handling across all tests put the Reputation at the top of its class. If you are not completely satisfied with your Reputation tires, bring them back to your local Les Schwab Tire Center within 60 days of purchase for a full refund.
This is a test for product description.

Features and Benefits
- Top-of-class tread life
- Smooth and quiet ride
- Superior performance in wet and dry
- 60-day money-back guarantee
- M+S Rating"
Reputation Test Name,195/65R-15,91,H,800 A A,715379,$155.99 ,Reputation Test Name 195/65R-15,automotive-light-truck-and-suv-all-terrain-tires,65,195,15,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/132033008.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/132033012.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/132033010.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/132033008.png,"The Reputation is the perfect balance between all-season traction, long-lasting tread life, and a quiet, comfortable ride. Improved safety and handling across all tests put the Reputation at the top of its class. If you are not completely satisfied with your Reputation tires, bring them back to your local Les Schwab Tire Center within 60 days of purchase for a full refund.
This is a test for product description.

Features and Benefits
- Top-of-class tread life
- Smooth and quiet ride
- Superior performance in wet and dry
- 60-day money-back guarantee
- M+S Rating"
Road Control Touring A/S,225/60R-18,100,H,440 A A,611431,$203.99 ,Road Control Touring A/S 225/60R-18,automotive-light-truck-and-suv-all-terrain-tires,60,225,18,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690249.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690330.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,"The Road Control Touring A/S is an all-season highway tire for the daily commute that also goes the distance with long tread life. An advanced tread compound provides improved dry road traction, while 3D siping and special grooves reduce hydroplaning for added stability in wet conditions.  Noise-cutting tread features make the Road Control Touring A/S a quieter daily driver for cars and SUVs. Those looking for a comfortable, stable ride and confident traction in changing weather conditions will find it in this hardworking, durable touring tire.

Features and Benefits
- Constructed to wear evenly, for longer life
- Smooth, quiet ride
- Optimized wet/dry traction
- M+S Rating"
Road Control Touring A/S,225/60R-17,99,T,540 A B,529636,$203.99 ,Road Control Touring A/S 225/60R-17,automotive-light-truck-and-suv-all-terrain-tires,60,225,17,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690249.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690330.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,"The Road Control Touring A/S is an all-season highway tire for the daily commute that also goes the distance with long tread life. An advanced tread compound provides improved dry road traction, while 3D siping and special grooves reduce hydroplaning for added stability in wet conditions.  Noise-cutting tread features make the Road Control Touring A/S a quieter daily driver for cars and SUVs. Those looking for a comfortable, stable ride and confident traction in changing weather conditions will find it in this hardworking, durable touring tire.

Features and Benefits
- Constructed to wear evenly, for longer life
- Smooth, quiet ride
- Optimized wet/dry traction
- M+S Rating"
Road Control Touring A/S,225/50R-17,94,V,440 A A,529624,$199.99 ,Road Control Touring A/S 225/50R-17,automotive-light-truck-and-suv-all-terrain-tires,50,225,17,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690249.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690330.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,"The Road Control Touring A/S is an all-season highway tire for the daily commute that also goes the distance with long tread life. An advanced tread compound provides improved dry road traction, while 3D siping and special grooves reduce hydroplaning for added stability in wet conditions.  Noise-cutting tread features make the Road Control Touring A/S a quieter daily driver for cars and SUVs. Those looking for a comfortable, stable ride and confident traction in changing weather conditions will find it in this hardworking, durable touring tire.

Features and Benefits
- Constructed to wear evenly, for longer life
- Smooth, quiet ride
- Optimized wet/dry traction
- M+S Rating"
Road Control Touring A/S,225/55R-17,97,H,440 A A,529618,$175.99 ,Road Control Touring A/S 225/55R-17,automotive-light-truck-and-suv-all-terrain-tires,55,225,17,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690249.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690330.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,"The Road Control Touring A/S is an all-season highway tire for the daily commute that also goes the distance with long tread life. An advanced tread compound provides improved dry road traction, while 3D siping and special grooves reduce hydroplaning for added stability in wet conditions.  Noise-cutting tread features make the Road Control Touring A/S a quieter daily driver for cars and SUVs. Those looking for a comfortable, stable ride and confident traction in changing weather conditions will find it in this hardworking, durable touring tire.

Features and Benefits
- Constructed to wear evenly, for longer life
- Smooth, quiet ride
- Optimized wet/dry traction
- M+S Rating"
Road Control Touring A/S,215/65R-17,99,T,540 A B,529630,$174.99 ,Road Control Touring A/S 215/65R-17,automotive-light-truck-and-suv-all-terrain-tires,65,215,17,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690249.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690330.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,"The Road Control Touring A/S is an all-season highway tire for the daily commute that also goes the distance with long tread life. An advanced tread compound provides improved dry road traction, while 3D siping and special grooves reduce hydroplaning for added stability in wet conditions.  Noise-cutting tread features make the Road Control Touring A/S a quieter daily driver for cars and SUVs. Those looking for a comfortable, stable ride and confident traction in changing weather conditions will find it in this hardworking, durable touring tire.

Features and Benefits
- Constructed to wear evenly, for longer life
- Smooth, quiet ride
- Optimized wet/dry traction
- M+S Rating"
Road Control Touring A/S,195/60R-15,88,H,440 A A,529610,$133.99 ,Road Control Touring A/S 195/60R-15,automotive-light-truck-and-suv-all-terrain-tires,60,195,15,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690249.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690330.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,"The Road Control Touring A/S is an all-season highway tire for the daily commute that also goes the distance with long tread life. An advanced tread compound provides improved dry road traction, while 3D siping and special grooves reduce hydroplaning for added stability in wet conditions.  Noise-cutting tread features make the Road Control Touring A/S a quieter daily driver for cars and SUVs. Those looking for a comfortable, stable ride and confident traction in changing weather conditions will find it in this hardworking, durable touring tire.

Features and Benefits
- Constructed to wear evenly, for longer life
- Smooth, quiet ride
- Optimized wet/dry traction
- M+S Rating"
Road Control Touring A/S,225/65R-16,100,T,540 A B,529628,$165.99 ,Road Control Touring A/S 225/65R-16,automotive-light-truck-and-suv-all-terrain-tires,65,225,16,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690249.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690330.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,"The Road Control Touring A/S is an all-season highway tire for the daily commute that also goes the distance with long tread life. An advanced tread compound provides improved dry road traction, while 3D siping and special grooves reduce hydroplaning for added stability in wet conditions.  Noise-cutting tread features make the Road Control Touring A/S a quieter daily driver for cars and SUVs. Those looking for a comfortable, stable ride and confident traction in changing weather conditions will find it in this hardworking, durable touring tire.

Features and Benefits
- Constructed to wear evenly, for longer life
- Smooth, quiet ride
- Optimized wet/dry traction
- M+S Rating"
Road Control Touring A/S,195/65R-15,91,H,440 A A,529605,$125.99 ,Road Control Touring A/S 195/65R-15,automotive-light-truck-and-suv-all-terrain-tires,65,195,15,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690249.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690330.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,"The Road Control Touring A/S is an all-season highway tire for the daily commute that also goes the distance with long tread life. An advanced tread compound provides improved dry road traction, while 3D siping and special grooves reduce hydroplaning for added stability in wet conditions.  Noise-cutting tread features make the Road Control Touring A/S a quieter daily driver for cars and SUVs. Those looking for a comfortable, stable ride and confident traction in changing weather conditions will find it in this hardworking, durable touring tire.

Features and Benefits
- Constructed to wear evenly, for longer life
- Smooth, quiet ride
- Optimized wet/dry traction
- M+S Rating"
Road Control Touring A/S,205/55R-16,91,H,440 A A,529615,$162.99 ,Road Control Touring A/S 205/55R-16,automotive-light-truck-and-suv-all-terrain-tires,55,205,16,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690249.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690330.png,https://www.lesschwab.com/dw/image/v2/BCDC_PRD/on/demandware.static/-/Sites-les-master-catalog/default/dw76e9fd44/images/ProductImages/36690369.png,"The Road Control Touring A/S is an all-season highway tire for the daily commute that also goes the distance with long tread life. An advanced tread compound provides improved dry road traction, while 3D siping and special grooves reduce hydroplaning for added stability in wet conditions.  Noise-cutting tread features make the Road Control Touring A/S a quieter daily driver for cars and SUVs. Those looking for a comfortable, stable ride and confident traction in changing weather conditions will find it in this hardworking, durable touring tire.

Features and Benefits
- Constructed to wear evenly, for longer life
- Smooth, quiet ride
- Optimized wet/dry traction
- M+S Rating"
